UID,Machine failure,Type,Temperature,Tool wear [min],Rotationalspeed
929,0,L,306.0,5,1949
930,0,L,306.0,7,1419
931,0,M,305.9,9,1453
932,0,L,305.9,12,1542
933,0,L,306.0,14,1363
934,0,L,306.0,16,1597
935,0,M,306.0,18,1326
936,0,M,306.0,21,1641
937,0,M,306.1,24,1418
938,0,L,306.2,27,1263
939,0,L,306.2,29,1823
940,0,L,306.1,31,1488
941,0,L,306.2,33,1443
942,0,L,306.2,35,1650
943,0,M,306.3,37,1462
944,0,M,306.2,40,1477
945,0,M,306.3,43,1712
946,0,M,306.3,46,1347
947,0,L,306.2,49,1287
948,0,L,306.2,51,1428
949,0,M,306.3,53,1426
950,0,L,306.3,56,1636
951,0,L,306.2,58,1424
952,0,H,306.3,60,1509
953,0,L,306.2,65,1448
954,0,L,306.1,67,1650
955,0,H,306.2,69,1414
956,0,L,306.3,74,1911
957,0,H,306.2,76,1632
958,0,M,306.4,81,1387
959,0,L,306.4,84,1399
960,0,L,306.5,86,1505
961,0,L,306.5,88,1534
962,0,L,306.5,90,1493
963,0,M,306.6,92,1480
964,0,L,306.6,95,1621
965,0,L,306.5,97,1737
966,0,L,306.6,99,1508
967,0,M,306.5,101,1641
968,0,M,306.6,104,1532
969,0,L,306.7,107,1547
970,0,L,306.6,109,1412
971,0,L,306.5,111,1568
972,0,L,306.6,113,1557
973,0,L,306.6,115,1644
974,0,L,306.6,117,1679
975,0,L,306.6,119,1511
976,0,M,306.6,121,1628
977,0,M,306.6,124,1392
978,0,L,306.7,127,1917
979,0,M,306.8,129,1526
980,0,L,306.8,132,1389
981,0,L,306.7,134,1409
982,0,L,306.8,136,1655
983,0,L,306.9,138,1516
984,0,L,306.9,140,1526
985,0,L,307.1,142,1419
986,0,L,307.2,144,1748
987,0,H,307.1,146,1638
988,0,M,307.1,151,1534
989,0,H,307.1,154,1774
990,0,M,307.0,159,2119
991,0,L,307.0,162,1414
992,0,M,307.0,164,1523
993,0,L,307.1,167,1651
994,0,M,307.1,169,1485
995,0,M,307.2,172,1168
996,0,L,307.3,175,1566
997,0,M,307.2,177,1286
998,0,M,307.2,180,1446
999,0,M,307.2,183,2071
1000,0,L,307.1,186,1560
1001,0,L,307.1,188,1654
1002,0,L,307.1,190,1662
1003,0,L,307.2,192,1646
1004,0,L,307.1,194,1444
1005,0,H,307.2,196,1424
1006,0,L,307.2,201,1382
1007,0,L,307.1,203,1413
1008,0,M,307.2,0,1633
1009,0,L,307.1,3,1441
1010,0,M,307.2,5,1385
1011,0,M,307.2,8,1552
1012,0,M,307.3,11,1451
1013,0,M,307.1,14,1433
1014,0,M,307.2,17,1619
1015,0,L,307.2,20,1445
1016,0,L,307.2,22,1356
1017,1,M,307.2,24,1319
1018,0,L,307.2,27,1637
1019,0,L,307.2,29,1291
1020,0,L,307.3,31,1398
1021,0,L,307.3,33,1372
1022,0,M,307.2,35,1454
1023,0,L,307.2,38,1515
1024,0,L,307.3,40,1881
1025,0,L,307.3,42,1711
1026,0,L,307.3,44,1475
1027,0,L,307.4,46,1512
1028,0,M,307.4,48,1335
1029,0,L,307.4,51,1472
1030,0,M,307.3,53,1477
1031,0,L,307.4,56,1760
1032,0,L,307.5,58,1549
1033,0,L,307.4,60,1648
1034,0,H,307.5,62,1556
1035,0,M,307.4,67,1958
1036,0,L,307.4,70,1403
1037,0,M,307.5,72,1684
1038,0,H,307.5,75,1596
1039,0,L,307.6,80,1498
1040,0,L,307.7,82,1524
1041,0,L,307.7,84,1502
1042,0,L,307.6,86,1809
1043,0,L,307.6,88,1542
1044,0,L,307.6,90,1431
1045,0,L,307.6,92,1512
1046,0,H,307.5,94,1403
1047,0,L,307.5,99,1331
1048,0,M,307.7,101,1474
1049,0,L,307.6,104,1607
1050,0,L,307.6,106,1415
1051,0,L,307.6,108,1671
1052,0,L,307.7,110,1556
1053,0,L,307.7,112,1927
1054,0,M,307.7,114,1597
1055,0,H,307.8,117,1627
1056,0,L,307.8,122,1480
1057,0,L,307.8,124,1565
1058,0,L,307.8,126,1573
1059,0,L,307.8,128,1605
1060,0,M,307.9,130,1874
1061,0,H,307.9,133,1424
1062,0,L,307.9,138,1420
1063,0,L,307.9,140,1372
1064,0,M,307.8,142,1664
1065,0,M,307.9,145,1409
1066,0,L,307.9,148,1718
1067,0,M,307.8,150,1544
1068,0,L,307.8,153,1466
1069,0,L,307.8,155,1394
1070,0,M,307.8,157,1840
1071,0,M,307.8,160,1477
1072,0,L,307.8,163,1425
1073,0,M,307.9,165,1414
1074,0,L,307.8,168,1414
1075,0,L,307.9,170,1595
1076,0,H,307.8,172,1345
1077,0,L,307.7,177,1653
1078,0,L,307.6,179,1547
1079,0,H,307.7,181,1656
1080,0,L,307.7,186,1731
1081,0,L,307.8,188,1774
1082,0,L,307.8,190,1521
1083,0,H,307.9,192,1420
1084,0,L,307.8,197,1683
1085,0,M,307.7,199,1498
1086,1,L,307.8,202,1385
1087,0,L,307.9,204,1455
1088,1,H,307.8,206,1549
1089,0,M,307.8,0,1392
1090,0,M,307.7,3,2008
1091,0,L,307.7,6,1464
1092,0,L,307.7,8,1447
1093,0,M,307.6,10,1685
1094,0,M,307.5,13,1443
1095,0,L,307.5,16,1354
1096,1,L,307.5,18,2721
1097,0,L,307.6,20,1680
1098,0,H,307.5,22,1397
1099,0,M,307.4,27,1521
1100,0,M,307.4,30,1472
1101,0,H,307.5,33,1695
1102,0,H,307.5,38,1607
1103,0,L,307.5,43,1347
1104,0,M,307.4,45,1540
1105,0,L,307.4,48,1389
1106,0,M,307.5,50,1734
1107,0,L,307.6,53,1540
1108,0,M,307.5,55,1515
1109,0,L,307.4,58,1504
1110,0,L,307.5,60,1557
1111,0,L,307.4,62,1292
1112,0,H,307.4,64,1432
1113,0,M,307.4,69,1350
1114,0,M,307.4,72,1790
1115,0,H,307.3,75,1540
1116,0,M,307.3,80,2077
1117,0,L,307.3,83,1487
1118,0,L,307.4,85,1523
1119,0,L,307.5,87,1443
1120,0,L,307.5,89,1340
1121,0,H,307.7,91,1654
1122,0,L,307.6,96,1459
1123,0,L,307.6,98,1541
1124,1,H,307.7,100,1386
1125,1,M,307.8,105,1258
1126,0,M,307.8,108,1375
1127,0,L,307.9,111,1706
1128,0,M,307.8,113,1672
1129,0,M,307.9,116,1843
1130,0,L,307.9,119,1690
1131,0,L,307.9,121,1413
1132,0,L,307.9,123,1489
1133,0,L,307.9,125,1271
1134,0,M,307.9,127,1418
1135,0,M,307.8,130,1426
1136,0,L,307.9,133,1535
1137,0,L,307.8,135,1557
1138,0,L,307.8,137,1653
1139,0,L,307.9,139,1435
1140,0,M,307.9,141,1569
1141,0,M,307.9,144,1385
1142,0,L,307.9,147,1635
1143,0,L,307.9,149,1423
1144,0,L,307.9,151,1479
1145,1,L,307.9,153,1296
1146,0,L,307.8,155,1553
1147,0,L,307.9,157,1529
1148,0,M,308.0,159,1690
1149,0,L,308.0,162,1348
1150,0,L,308.1,164,1446
1151,0,L,307.9,166,1456
1152,0,L,307.9,168,1350
1153,0,L,307.9,170,1507
1154,0,H,307.9,172,1448
1155,0,L,307.9,177,1626
1156,0,H,307.9,179,1846
1157,0,H,307.8,184,1404
1158,0,L,307.8,189,1583
1159,0,L,307.9,191,1436
1160,0,L,307.8,193,1609
1161,0,H,307.7,195,1834
1162,1,L,307.8,200,1316
1163,1,L,307.8,202,1400
1164,0,L,307.9,204,1367
1165,0,L,308.1,206,1754
1166,0,L,308.1,208,1487
1167,0,M,308.1,210,1506
1168,1,L,308.1,213,1362
1169,0,L,308.1,215,1584
1170,0,L,308.1,217,1355
1171,0,M,308.1,219,1823
1172,0,H,308.1,222,1517
1173,0,L,308.1,227,1446
1174,0,H,308.0,229,1559
1175,0,M,308.1,0,1352
1176,0,M,308.3,3,1578
1177,0,M,308.3,6,1429
1178,0,M,308.3,9,1604
1179,0,L,308.5,12,1398
1180,0,L,308.4,14,1441
1181,0,H,308.4,16,1531
1182,0,L,308.3,21,1379
1183,0,L,308.3,23,1410
1184,0,L,308.4,25,1513
1185,0,L,308.5,27,1497
1186,0,L,308.4,29,1491
1187,0,L,308.4,31,1417
1188,0,M,308.6,33,1522
1189,0,L,308.4,36,1339
1190,0,M,308.3,38,1794
1191,0,L,308.4,41,1460
1192,0,M,308.3,43,1776
1193,0,M,308.3,46,1431
1194,0,L,308.2,49,1347
1195,0,M,308.1,51,1507
1196,0,M,308.0,54,1408
1197,0,M,307.9,57,1493
1198,0,M,307.9,60,1441
1199,0,H,307.9,63,1557
1200,0,M,307.9,68,1979
1201,0,M,308.0,71,1430
1202,0,L,308.0,74,1658
1203,0,M,308.1,76,1355
1204,0,H,308.1,79,1410
1205,0,L,308.0,84,1521
1206,0,L,308.0,86,1371
1207,0,H,308.0,88,1318
1208,0,M,308.1,93,1573
1209,0,L,308.1,96,1489
1210,0,H,308.1,98,2540
1211,0,L,308.1,103,1537
1212,0,H,308.0,105,1416
1213,0,L,307.9,110,1359
1214,0,M,307.8,112,1551
1215,0,M,307.8,115,1694
1216,0,L,307.9,118,1709
1217,0,L,308.0,120,1514
1218,0,L,308.1,122,1455
1219,0,M,308.2,124,1702
1220,0,M,308.1,127,1357
1221,0,L,308.2,130,1577
1222,1,M,308.3,132,1399
1223,0,L,308.3,135,1399
1224,0,L,308.3,137,1492
1225,0,L,308.3,139,1763
1226,0,H,308.3,141,1492
1227,0,L,308.4,146,1488
1228,0,L,308.4,148,1422
1229,0,M,308.4,150,1583
1230,0,L,308.4,153,1304
1231,0,M,308.4,155,1880
1232,0,M,308.5,158,1604
1233,0,L,308.6,161,1500
1234,0,M,308.5,163,1364
1235,0,H,308.5,166,2440
1236,0,H,308.4,171,1654
1237,0,H,308.4,176,1359
1238,0,M,308.4,181,1502
1239,0,M,308.4,184,1615
1240,0,H,308.5,187,1482
1241,0,L,308.6,192,1636
1242,0,M,308.5,194,1621
1243,0,L,308.4,197,1468
1244,0,M,308.4,199,1432
1245,0,L,308.4,202,1726
1246,0,M,308.4,204,1588
1247,0,H,308.5,207,1653
1248,0,L,308.5,212,1513
1249,0,L,308.6,214,1489
1250,0,L,308.7,216,1467
1251,0,L,308.7,218,1549
1252,0,M,308.8,220,1359
1253,0,L,308.8,223,1533
1254,0,L,308.8,0,1309
1255,0,H,308.8,2,1430
1256,0,H,308.9,7,1419
1257,0,M,308.9,12,1535
1258,0,L,308.9,15,1466
1259,0,L,308.9,17,1427
1260,0,M,308.9,19,1280
1261,0,L,309.0,22,1528
1262,0,H,309.0,24,1885
1263,0,H,309.2,29,1648
1264,0,L,309.2,34,1400
1265,0,M,309.3,36,2243
1266,0,L,309.4,39,1558
1267,0,L,309.6,41,1633
1268,0,M,309.6,43,1549
1269,0,L,309.5,46,1496
1270,0,L,309.5,48,1467
1271,0,M,309.4,50,1276
1272,0,H,309.4,53,1490
1273,0,H,309.4,58,1562
1274,0,L,309.4,63,1397
1275,0,H,309.5,65,1530
1276,0,M,309.4,70,1362
1277,0,M,309.4,73,1693
1278,0,M,309.4,76,1408
1279,0,L,309.4,79,1398
1280,0,M,309.6,81,1531
1281,0,H,309.5,84,1521
1282,0,H,309.5,89,1427
1283,0,L,309.4,94,1546
1284,0,L,309.4,96,1356
1285,1,L,309.5,98,2153
1286,0,M,309.6,100,1492
1287,0,L,309.6,103,1582
1288,0,L,309.6,105,1419
1289,0,M,309.6,107,1441
1290,0,M,309.7,110,1635
1291,0,L,309.7,113,1429
1292,0,M,309.7,115,1675
1293,0,M,309.7,118,1868
1294,0,H,309.8,121,1582
1295,0,L,309.9,126,1486
1296,0,L,309.8,128,1402
1297,0,L,309.9,130,1621
1298,0,L,309.9,132,1428
1299,0,M,309.8,134,1343
1300,0,M,309.9,137,1458
1301,0,L,309.8,140,1322
1302,0,L,309.9,142,1483
1303,1,L,309.8,144,1505
1304,0,L,309.9,146,1593
1305,0,L,310.0,148,2098
1306,0,L,310.0,150,1672
1307,0,L,310.0,152,1487
1308,0,L,310.0,154,1423
1309,0,L,310.1,156,1750
1310,0,L,310.2,158,1654
1311,0,L,310.2,160,1498
1312,0,L,310.1,162,1587
1313,0,L,310.1,164,1473
1314,0,L,310.2,166,1359
1315,0,M,310.3,168,1635
1316,0,L,310.3,171,1520
1317,0,L,310.3,173,1507
1318,0,L,310.3,175,1428
1319,0,M,310.3,177,1582
1320,0,L,310.3,180,1929
1321,0,M,310.3,182,1540
1322,0,L,310.2,185,1362
1323,0,H,310.1,187,1452
1324,0,L,310.1,192,1361
1325,1,M,310.1,194,1243
1326,0,H,310.1,197,1567
1327,0,L,310.2,202,1411
1328,0,L,310.2,204,1814
1329,0,M,310.1,206,1719
1330,0,H,310.2,209,1663
1331,0,L,310.2,214,1696
1332,0,H,310.2,216,1771
1333,0,L,310.3,221,1868
1334,0,M,310.3,223,1558
1335,1,L,310.4,226,1365
1336,1,L,310.4,228,1371
1337,0,L,310.3,230,1583
1338,0,H,310.2,0,1613
1339,0,L,310.1,5,1721
1340,0,M,310.2,7,1668
1341,0,L,310.2,10,1569
1342,0,M,310.2,12,1328
1343,0,M,310.1,15,1596
1344,0,L,310.2,18,1676
1345,0,L,310.1,20,1809
1346,0,L,310.0,22,1804
1347,0,L,310.1,24,1533
1348,0,L,310.2,26,1717
1349,0,L,310.2,28,1363
1350,0,L,310.2,30,1402
1351,0,L,310.2,32,1436
1352,0,L,310.2,34,1525
1353,0,M,310.2,36,1598
1354,0,M,310.1,39,1444
1355,0,L,310.0,42,1334
1356,0,M,310.0,44,1681
1357,0,L,309.9,47,1593
1358,0,L,309.9,49,1461
1359,0,M,310.1,51,1693
1360,0,L,310.2,54,1404
1361,0,H,310.2,56,1707
1362,0,M,310.1,61,1458
1363,0,L,310.0,64,1517
1364,0,L,310.1,66,1433
1365,0,L,310.2,68,1566
1366,0,L,310.1,70,1676
1367,0,M,310.1,72,1368
1368,0,M,310.2,75,1581
1369,0,H,310.3,78,1708
1370,0,M,310.3,83,1481
1371,0,L,310.3,86,1451
1372,0,M,310.3,88,1495
1373,0,M,310.3,91,1573
1374,0,M,310.3,94,1366
1375,0,L,310.3,97,1553
1376,0,M,310.3,99,1528
1377,0,M,310.2,102,1527
1378,0,L,310.2,105,1461
1379,0,H,310.2,107,1455
1380,0,L,310.1,112,1620
1381,0,L,310.1,114,1786
1382,0,M,310.2,116,1583
1383,0,L,310.1,119,1653
1384,0,M,310.2,121,1331
1385,0,L,310.3,124,1484
1386,0,M,310.2,126,1603
1387,0,L,310.2,129,1445
1388,0,L,310.1,131,1823
1389,0,H,310.1,133,1491
1390,0,L,310.2,138,1533
1391,0,L,310.2,140,1409
1392,1,L,310.2,142,2737
1393,0,M,310.3,144,1494
1394,0,L,310.4,147,1594
1395,0,L,310.4,149,1527
1396,0,L,310.4,151,1452
1397,0,L,310.3,153,1483
1398,0,L,310.2,155,1569
1399,0,L,310.3,157,1472
1400,0,L,310.2,159,1533
1401,0,H,310.1,161,1366
1402,0,H,310.2,166,1532
1403,0,M,310.1,171,1313
1404,0,L,310.2,174,1372
1405,0,M,310.1,176,1555
1406,0,L,310.1,179,1394
1407,0,L,310.1,181,1442
1408,0,L,310.0,183,1564
1409,0,L,310.0,185,1452
1410,0,L,310.1,187,1466
1411,0,M,310.1,189,1469
1412,0,L,310.1,192,1944
1413,0,M,309.9,194,1415
1414,0,M,309.8,197,1528
1415,0,M,309.8,200,1570
1416,0,L,309.9,203,1617
1417,0,M,309.9,205,2083
1418,0,L,309.9,208,1541
1419,0,L,309.9,210,1320
1420,1,L,309.8,212,1354
1421,0,M,309.9,214,1495
1422,0,L,309.8,217,1589
1423,0,L,309.8,0,1530
1424,0,L,309.8,2,1539
1425,0,L,309.7,4,1462
1426,0,L,309.7,6,1356
1427,0,M,309.7,8,1622
1428,0,L,309.8,11,1394
1429,0,L,309.9,13,1568
1430,0,M,310.0,15,1456
1431,0,L,310.0,18,1378
1432,0,M,309.9,20,1404
1433,0,L,309.8,23,1437
1434,0,L,309.8,25,1363
1435,0,M,309.8,27,1377
1436,0,H,309.9,30,1526
1437,0,H,309.8,35,1510
1438,1,H,309.9,40,1439
1439,0,L,309.9,45,1482
1440,0,M,309.8,47,1534
1441,0,M,309.9,50,1741
1442,0,L,309.9,53,1550
1443,0,M,310.0,55,1486
1444,0,L,310.1,58,1602
1445,0,L,310.2,60,1477
1446,0,L,310.1,62,1618
1447,0,M,310.2,64,1628
1448,0,M,310.3,67,1662
1449,0,M,310.3,70,1657
1450,0,H,310.4,73,1677
1451,0,M,310.3,78,1447
1452,0,L,310.4,81,1831
1453,0,L,310.3,83,1584
1454,0,L,310.4,85,1450
1455,0,L,310.4,87,1428
1456,0,L,310.4,89,1382
1457,0,L,310.3,91,1501
1458,0,L,310.3,93,1475
1459,0,L,310.3,95,1364
1460,0,L,310.3,97,1472
1461,0,L,310.3,99,1437
1462,0,L,310.2,101,1491
1463,0,L,310.2,103,1706
1464,0,L,310.1,105,1607
1465,0,L,310.0,107,1412
1466,0,L,309.8,109,1546
1467,0,L,309.8,111,1365
1468,0,L,309.8,113,1544
1469,0,M,309.8,115,1419
1470,0,L,309.8,118,1497
1471,0,L,309.7,120,1437
1472,0,L,309.6,122,1421
1473,0,M,309.6,124,1438
1474,0,M,309.5,127,1315
1475,0,M,309.5,130,1366
1476,0,M,309.5,133,1519
1477,0,L,309.5,136,1692
1478,0,L,309.4,138,1570
1479,0,L,309.4,140,1568
1480,0,L,309.3,142,1355
1481,0,M,309.3,144,2056
1482,0,M,309.2,147,1332
1483,0,M,309.1,150,1448
1484,0,L,308.9,153,1578
1485,0,M,309.0,155,1562
1486,0,M,309.0,158,1976
1487,0,M,309.2,161,1524
1488,0,L,309.1,164,1429
1489,0,L,309.1,166,1568
1490,0,M,309.0,168,1723
1491,0,L,309.0,171,1341
1492,0,M,308.9,173,1353
1493,1,M,308.7,176,1479
1494,0,L,308.8,179,1496
1495,0,M,308.7,181,1377
1496,0,H,308.5,184,1383
1497,1,L,308.7,189,1268
1498,0,L,308.7,191,1629
1499,0,L,308.8,193,1790
1500,0,M,308.8,195,2206
1501,0,M,308.7,198,2101
1502,0,M,308.7,201,1436
1503,0,L,308.7,204,1462
1504,0,L,308.7,206,1771
1505,0,L,308.7,208,1506
1506,0,L,308.7,210,1626
1507,0,L,308.8,212,1610
1508,0,M,308.6,214,1376
1509,0,M,308.6,217,1507
1510,1,L,308.5,220,1429
1511,0,M,308.7,0,1547
1512,0,L,308.7,3,1642
1513,0,H,308.7,5,1503
1514,0,L,308.7,10,1568
1515,0,M,308.8,12,1628
1516,0,M,308.9,15,1614
1517,0,L,308.9,18,1278
1518,0,M,308.9,20,1408
1519,0,H,309.0,23,1371
1520,0,M,308.9,28,1512
1521,0,L,309.1,31,1472
1522,0,M,308.9,33,1585
1523,0,H,309.0,36,1562
1524,0,L,309.0,41,1519
1525,0,L,309.0,43,1601
1526,0,L,309.0,45,2449
1527,0,L,309.0,47,1787
1528,0,H,309.1,49,1425
1529,0,L,309.0,54,1559
1530,0,L,309.0,56,1557
1531,0,L,309.0,58,1497
1532,0,H,309.0,60,1438
1533,0,M,308.9,65,1417
1534,0,M,308.9,68,1339
1535,0,L,308.8,71,1757
1536,0,L,308.8,73,1581
1537,0,M,308.9,75,1326
1538,0,M,309.1,78,1467
1539,0,L,309.1,81,1798
1540,0,M,309.2,83,1449
1541,0,M,309.1,86,1525
1542,0,L,309.0,89,2304
1543,0,L,308.9,91,1379
1544,0,L,308.9,93,1628
1545,0,L,309.0,95,1474
1546,0,M,309.0,97,1544
1547,0,L,308.9,100,1391
1548,0,L,308.9,102,1348
1549,0,M,308.8,104,1349
1550,0,L,308.9,107,1706
1551,0,L,308.9,109,1638
1552,0,L,308.8,111,1458
1553,0,L,308.9,113,1781
1554,0,L,308.8,115,1332
1555,0,M,308.7,117,1584
1556,0,L,308.6,120,1491
1557,0,H,308.5,122,1398
1558,0,L,308.4,127,1585
1559,0,M,308.3,129,1476
1560,0,L,308.3,132,1458
1561,0,M,308.4,134,1510
1562,0,L,308.4,137,1388
1563,0,L,308.3,139,2216
1564,0,L,308.3,141,1402
1565,0,M,308.2,143,2090
1566,0,L,308.2,146,1459
1567,0,M,308.1,148,1403
1568,0,L,308.2,151,1521
1569,0,L,308.2,153,1407
1570,0,M,308.2,155,1654
1571,0,L,308.4,158,1452
1572,0,L,308.4,160,1528
1573,0,L,308.3,162,1230
1574,0,L,308.2,164,1466
1575,0,L,308.2,166,1478
1576,0,L,308.3,168,2057
1577,0,L,308.4,170,1490
1578,0,L,308.4,172,1484
1579,0,L,308.4,174,1593
1580,0,L,308.3,176,1444
1581,0,M,308.4,178,1444
1582,0,M,308.3,181,1560
1583,0,H,308.3,184,1530
1584,1,L,308.4,189,1310
1585,0,M,308.3,191,1639
1586,0,L,308.3,194,1400
1587,0,M,308.4,196,1486
1588,0,M,308.3,199,1448
1589,0,L,308.3,202,1688
1590,0,M,308.3,204,1453
1591,0,L,308.4,207,1497
1592,0,L,308.4,209,1355
1593,0,L,308.4,211,1592
1594,0,L,308.3,213,1544
1595,0,M,308.2,215,1373
1596,1,L,308.2,218,1365
1597,0,L,308.1,0,1877
1598,0,L,308.1,2,1531
1599,0,L,308.0,4,1501
1600,0,L,308.0,6,1490
1601,0,M,307.8,8,1543
1602,0,L,307.8,11,1597
1603,0,H,307.9,13,1600
1604,0,M,307.8,18,1622
1605,0,L,307.8,21,1452
1606,0,L,307.8,23,1396
1607,0,L,307.7,25,1505
1608,0,L,307.8,27,1412
1609,0,L,307.7,29,1393
1610,0,L,307.7,31,1581
1611,0,L,307.8,33,1573
1612,0,M,307.9,35,1726
1613,0,M,307.9,38,1540
1614,0,L,308.0,41,1296
1615,0,M,307.9,43,1802
1616,0,L,307.9,46,1447
1617,0,H,307.8,48,1662
1618,0,L,307.8,53,1563
1619,0,L,307.8,55,1286
1620,0,L,307.7,57,1590
1621,0,L,307.7,59,1492
1622,0,L,307.6,61,1844
1623,0,H,307.6,63,1538
1624,0,L,307.6,68,1921
1625,0,M,307.8,70,1310
1626,0,L,307.8,73,1365
1627,0,M,307.8,75,1303
1628,0,L,307.8,78,1499
1629,0,L,307.8,80,1451
1630,0,M,307.9,82,1336
1631,0,L,307.9,85,1412
1632,0,L,308.0,87,1433
1633,0,L,307.9,89,1426
1634,0,L,307.9,91,1476
1635,0,H,307.9,93,1406
1636,0,L,307.8,98,1383
1637,0,L,307.8,100,1505
1638,0,L,307.8,102,1665
1639,0,L,307.8,104,1397
1640,0,M,307.8,106,1450
1641,0,L,307.8,109,1567
1642,0,M,308.0,111,1555
1643,0,H,307.8,114,1588
1644,0,L,307.8,119,1453
1645,0,L,307.8,121,1622
1646,0,L,307.8,123,1538
1647,0,M,307.7,125,1527
1648,0,L,307.8,128,1761
1649,0,L,307.8,130,1373
1650,0,H,307.9,132,1482
1651,0,M,307.9,137,1417
1652,0,L,307.8,140,1414
1653,0,H,307.8,142,1635
1654,0,L,307.8,147,1386
1655,0,L,308.1,149,1379
1656,0,M,308.0,151,1577
1657,0,L,308.1,154,1532
1658,0,M,308.0,156,1374
1659,0,H,308.0,159,1570
1660,0,L,308.0,164,1697
1661,0,L,308.0,166,1499
1662,0,M,308.0,168,1411
1663,0,H,307.9,171,1462
1664,0,M,307.9,176,1759
1665,0,L,308.0,179,1535
1666,0,H,307.9,181,1491
1667,0,L,307.9,186,1551
1668,0,L,307.9,188,1769
1669,0,L,307.9,190,1551
1670,0,L,307.9,192,1544
1671,0,L,307.8,194,1528
1672,0,L,307.9,196,1614
1673,0,L,307.8,198,1432
1674,0,M,307.8,200,1384
1675,0,L,307.8,203,1540
1676,0,L,307.7,205,1407
1677,0,H,307.6,207,1418
1678,0,M,307.5,212,1647
1679,0,L,307.5,215,1644
1680,0,L,307.5,217,1792
1681,0,M,307.4,219,1610
1682,0,M,307.3,222,1804
1683,1,H,307.4,225,1604
1684,0,M,307.4,0,1403
1685,0,L,307.3,3,1438
1686,0,L,307.3,5,1824
1687,0,H,307.3,7,1663
1688,0,L,307.3,12,1502
1689,0,L,307.4,14,1606
1690,0,L,307.5,16,1561
1691,0,M,307.4,18,1435
1692,0,L,307.5,21,1602
1693,0,M,307.6,23,1764
1694,0,H,307.5,26,1683
1695,0,L,307.5,31,1618
1696,0,L,307.6,33,1509
1697,0,L,307.6,35,1550
1698,0,M,307.6,37,1519
1699,0,L,307.6,40,1481
1700,0,L,307.7,42,1289
1701,0,M,307.6,44,1844
1702,0,L,307.7,47,1479
1703,0,L,307.7,49,1430
1704,0,M,307.8,51,1636
1705,0,M,307.8,54,1503
1706,0,M,307.8,57,1608
1707,0,L,307.8,60,1521
1708,0,L,307.8,62,1439
1709,0,L,307.8,64,1627
1710,0,L,307.8,66,1749
1711,0,L,307.8,68,1530
1712,0,L,307.8,70,1355
1713,0,L,307.9,72,1551
1714,0,L,307.8,74,1515
1715,0,L,307.8,76,1388
1716,0,L,307.8,78,1585
1717,0,L,307.7,80,1523
1718,0,L,307.6,82,1369
1719,0,M,307.7,84,1681
1720,0,L,307.7,87,1503
1721,0,L,307.7,89,1459
1722,0,L,307.7,91,1688
1723,0,M,307.7,93,1952
1724,0,L,307.8,96,2029
1725,0,M,307.8,98,1457
1726,0,M,307.8,101,1392
1727,0,L,307.8,104,1906
1728,0,M,307.7,106,1602
1729,0,L,307.7,109,1465
1730,0,M,307.7,111,1439
1731,0,M,307.8,114,1330
1732,0,M,307.9,117,1485
1733,0,H,307.9,120,1700
1734,0,L,308.0,125,1515
1735,0,M,308.1,127,1501
1736,0,L,308.0,130,1380
1737,0,L,307.9,132,1544
1738,0,L,307.9,134,1743
1739,0,H,307.9,136,1948
1740,0,H,307.9,141,1260
1741,0,M,307.9,146,1640
1742,0,M,308.0,149,1363
1743,0,L,308.0,152,1379
1744,0,M,308.0,154,1713
1745,0,M,308.0,157,1461
1746,0,L,308.0,160,1624
1747,0,L,308.0,162,1526
1748,0,L,307.9,164,2381
1749,1,H,307.7,166,1626
1750,0,L,307.7,171,1576
1751,0,M,307.8,173,1617
1752,0,L,307.6,176,1942
1753,0,L,307.6,178,1492
1754,0,L,307.5,180,1470
1755,0,M,307.4,182,1463
1756,0,L,307.3,185,1424
1757,0,M,307.4,187,1363
1758,0,M,307.4,190,1335
1759,0,L,307.4,193,1608
1760,0,H,307.4,195,1606
1761,0,L,307.5,200,1684
1762,0,L,307.6,202,1950
1763,0,H,307.6,204,1460
1764,1,L,307.6,209,1511
1765,0,H,307.6,0,1318
1766,0,L,307.6,5,1368
1767,0,M,307.7,7,1717
1768,0,M,307.7,10,1520
1769,0,M,307.8,13,1485
1770,0,L,307.9,16,1981
1771,0,H,307.9,18,1605
1772,0,L,307.9,23,1446
1773,0,L,308.0,25,1508
1774,0,L,308.0,27,1384
1775,0,M,308.0,29,1519
1776,0,L,308.0,32,1404
1777,0,L,308.1,34,1564
1778,0,H,308.2,36,1555
1779,0,L,308.2,41,1325
1780,0,M,308.2,43,1488
1781,0,L,308.2,46,1595
1782,0,L,308.1,48,1662
1783,0,L,308.0,50,1571
1784,0,H,308.0,52,1553
1785,1,L,308.0,57,2886
1786,0,L,308.0,59,1538
1787,0,L,308.2,61,1618
1788,0,L,308.2,63,1364
1789,0,L,308.0,65,1442
1790,1,L,307.9,67,1313
1791,0,L,307.9,69,1847
1792,0,L,307.8,71,1524
1793,0,M,307.7,73,1445
1794,0,L,307.8,76,1761
1795,0,M,307.8,78,1514
1796,0,M,307.7,81,1498
1797,0,H,307.6,84,1542
1798,0,M,307.6,89,1508
1799,0,M,307.5,92,1431
1800,0,M,307.5,95,1427
1801,0,M,307.5,98,1524
1802,0,M,307.5,101,1427
1803,0,H,307.6,104,1496
1804,0,L,307.7,109,1388
1805,0,L,307.7,111,1495
